,Source Port,Destination Port,Packet Length,Packet Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Month_of_received,hour_of_the_day,day_of_the_week,is_weekend,Is_Private,protocol_ICMP,protocol_TCP,protocol_UDP,traffic_DNS,traffic_FTP,traffic_HTTP,Attack_Type_DDoS,Attack_Type_Intrusion,Attack_Type_Malware,Severity_High,Severity_Low,Severity_Medium,Segments_Segment A,Segments_Segment B,Segments_Segment C
35224,56141,35883,446,1,1,17.88,1,1,2,14,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
35225,42158,35611,460,1,1,96.19,1,1,6,10,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
35226,2892,48510,1404,0,1,81.04,1,1,6,4,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
35227,28401,8729,519,1,0,14.85,1,1,5,7,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
35228,40575,1223,1398,1,1,39.67,1,1,9,8,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
35229,22420,36340,1009,1,0,0.41,0,1,12,20,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
35230,24354,40808,1303,1,0,84.97,0,1,2,12,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
35231,39072,53889,625,0,0,89.08,1,0,12,11,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
35232,14812,23495,179,1,0,81.4,1,0,9,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
35233,11286,65492,1329,1,0,72.29,1,1,7,20,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
35234,43383,3253,461,1,0,74.3,1,1,5,11,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
35235,47121,42786,705,0,1,8.87,1,0,12,9,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
35236,20133,30980,1419,0,1,15.37,1,0,1,14,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
35237,61033,59889,189,1,0,32.04,0,0,7,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
35238,21651,11177,389,0,1,84.88,0,1,11,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
35239,35147,61240,510,0,0,0.56,0,0,7,3,5,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
35240,18084,8679,345,1,1,54.42,0,0,3,10,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
35241,40412,49199,614,1,0,3.66,1,0,8,18,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
35242,24714,22621,260,0,0,17.2,0,1,10,21,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
35243,63627,46309,1408,0,1,28.57,0,0,5,16,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
35244,5739,36385,413,1,1,7.44,1,0,5,6,4,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
35245,50834,55639,1457,1,1,33.92,1,0,8,6,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
35246,17046,35675,693,1,1,45.47,1,1,2,7,6,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
35247,24561,24231,1180,1,1,69.11,0,1,12,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
35248,45175,46973,95,1,1,10.67,0,1,5,6,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
35249,11707,13888,1327,0,0,1.68,1,0,12,6,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
35250,25212,64042,562,1,1,34.68,1,0,6,13,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
35251,24147,8274,1130,1,0,3.72,1,1,3,4,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
35252,5818,29230,1085,1,0,97.51,1,0,3,21,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
35253,54941,25645,95,0,1,99.38,0,1,11,2,6,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
35254,57781,10398,1426,1,0,41.91,1,0,9,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
35255,12619,52992,1387,1,0,73.86,1,1,12,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
35256,3445,18647,293,1,1,68.18,0,1,4,1,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
35257,48992,36241,658,0,0,3.31,0,1,3,21,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
35258,21837,4872,473,1,1,40.24,0,1,11,7,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
35259,44556,8012,177,1,0,11.78,1,0,9,12,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
35260,15259,47974,196,0,1,3.57,1,0,5,2,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
35261,40786,14656,827,1,0,94.95,1,0,3,12,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
35262,3836,21963,1203,0,1,75.56,0,1,5,6,5,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
35263,31246,49999,260,1,1,38.58,1,0,2,16,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
35264,60801,2977,662,1,1,41.19,0,0,4,2,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
35265,32481,6167,329,1,0,1.79,0,1,11,2,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
35266,17353,4248,322,1,1,58.73,1,0,9,17,4,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
35267,21112,19442,517,0,1,87.04,0,0,3,2,5,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
35268,60419,10905,305,0,1,15.46,1,0,10,13,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
35269,39129,46798,1049,1,1,70.4,1,1,1,9,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
35270,13000,56187,1350,1,1,85.96,0,0,8,10,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
35271,28653,37377,1040,1,0,17.77,1,0,6,22,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
35272,40020,27579,495,1,0,81.53,0,0,7,14,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
35273,59241,52781,227,1,0,42.57,0,0,4,10,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
35274,29438,26075,936,0,0,66.22,1,1,11,18,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
35275,23306,8912,1124,1,0,18.5,1,0,5,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
35276,3633,6521,1328,0,1,7.36,1,1,2,19,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
35277,14857,30389,188,1,1,60.03,1,1,5,9,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
35278,57428,15476,749,0,1,19.59,1,0,10,14,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
35279,12862,62570,1040,1,0,76.26,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
35280,41480,22982,1164,1,0,80.7,0,0,12,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
35281,17021,18936,1080,0,0,55.3,1,1,9,20,5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
35282,43380,40993,120,1,1,74.93,1,1,7,17,5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
35283,51946,57467,910,0,0,81.65,0,1,1,10,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
35284,7738,6748,307,1,1,65.05,0,1,4,16,5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
35285,20875,43371,1485,1,0,33.5,0,1,2,18,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
35286,28028,32362,1283,1,1,14.24,0,0,12,4,5,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
35287,15525,65273,1172,1,0,14.19,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
35288,14296,8715,543,0,0,66.66,0,1,5,21,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
35289,46918,30930,113,0,1,91.92,1,1,3,13,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
35290,65525,61460,1323,0,0,76.69,1,1,4,15,6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
35291,62882,31568,355,1,0,80.21,0,1,12,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
35292,41877,29600,1492,1,0,52.4,0,1,4,16,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
35293,64229,20245,1003,1,1,29.33,1,1,10,11,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
35294,53467,52973,742,0,1,18.78,0,0,3,20,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
35295,26735,28433,755,0,0,37.33,1,1,4,5,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
35296,45268,46429,822,0,1,79.73,1,1,9,14,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
35297,35326,3288,798,1,1,92.89,0,0,8,12,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
35298,4984,34856,386,0,0,98.81,1,0,3,15,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
35299,24885,12980,682,1,0,47.34,0,1,5,16,6,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
35300,9047,64022,798,0,0,46.88,0,0,1,16,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
35301,54980,58799,781,0,0,59.35,0,0,5,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
35302,5354,36066,732,1,0,81.45,1,0,12,7,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
35303,42179,35903,1029,0,0,60.64,0,0,11,18,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
35304,42093,54495,1442,1,1,9.38,1,0,9,20,5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
35305,9608,19829,78,1,0,83.66,1,1,5,17,5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
35306,40100,26701,987,0,0,28.45,0,1,2,13,5,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
35307,1763,33691,1275,1,1,76.28,0,1,6,17,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
35308,41398,4425,555,0,0,22.66,1,1,8,23,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
35309,28658,16559,826,1,1,10.16,0,1,1,18,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
35310,59151,4040,1129,1,0,65.86,1,0,1,7,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
35311,33998,58074,1389,1,0,51.11,0,1,4,14,5,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
35312,50174,7132,523,1,0,89.18,1,0,1,9,6,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35313,3174,30513,379,0,0,86.45,0,1,11,15,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
35314,14844,31945,856,1,1,48.1,0,1,10,23,6,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
35315,24136,28770,120,1,0,93.52,1,0,2,6,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
35316,20811,24522,237,0,0,80.02,1,1,5,17,5,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
35317,10548,59646,1013,1,1,40.5,1,0,12,11,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
35318,42632,30406,518,0,0,23.43,0,1,1,10,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
35319,11683,45096,1461,1,0,39.47,1,0,9,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
35320,24485,51905,718,1,1,32.27,0,0,10,13,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
35321,58413,52495,950,0,0,9.46,0,0,2,12,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
35322,29558,30832,1331,0,1,38.2,0,0,3,4,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
35323,36435,34775,606,0,1,70.86,1,0,11,18,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
35324,61966,1652,105,1,0,97.61,1,1,11,20,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
35325,40728,47194,91,0,1,85.57,0,1,5,6,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
35326,36358,8040,1390,1,1,69.97,0,0,7,17,5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
35327,39418,28876,990,1,1,84.49,0,1,4,12,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35328,47365,58295,1014,0,1,61.96,1,0,7,9,5,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
35329,9274,56640,101,1,1,33.94,1,1,3,21,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
35330,41394,8292,385,0,0,50.54,1,0,4,11,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
35331,53045,50895,913,0,0,73.51,1,0,5,16,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
35332,3963,18723,168,0,1,37.33,1,1,2,3,6,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
35333,1862,17263,815,1,1,79.97,1,1,8,19,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
35334,27900,16926,1190,1,1,68.67,0,0,9,8,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
35335,59418,20301,389,1,1,48.32,1,0,3,17,6,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
35336,27549,56682,526,0,0,82.48,1,0,3,14,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
35337,13570,18321,639,0,1,87.72,1,1,4,11,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
35338,14141,29817,125,1,1,26.79,1,0,8,9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
35339,62240,4190,1423,0,1,19.27,0,0,2,6,6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
35340,9092,43613,790,0,0,38.55,0,1,9,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
35341,31113,62596,1035,1,0,34.29,1,1,8,2,6,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
35342,16275,24334,1176,0,1,85.04,0,1,4,19,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
35343,1063,27926,1175,1,1,21.04,1,1,6,4,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
35344,47257,5103,1157,1,1,78.36,1,0,12,18,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
35345,12076,7824,948,0,0,17.46,0,1,12,16,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
35346,60268,19563,977,0,1,35.45,1,0,6,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
35347,48100,34749,643,1,0,9.38,0,0,3,20,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
35348,19305,11289,309,1,0,35.86,1,0,8,19,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
35349,48495,32048,531,0,0,86.63,1,0,5,21,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
35350,20361,44847,878,1,1,57.15,1,0,6,4,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
35351,2723,53714,750,1,1,50.91,1,0,8,13,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
35352,15782,56644,1078,1,1,27.02,0,0,11,17,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
35353,21679,19494,657,1,0,31.27,1,0,7,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35354,23097,6441,789,0,0,95.59,0,1,12,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
35355,31560,57439,308,0,1,81.2,1,0,5,13,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
35356,27162,7100,795,0,1,35.44,1,1,3,19,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
35357,33313,20520,655,1,1,70.85,1,0,2,1,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
35358,4970,18820,366,0,0,94.81,1,0,9,16,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
35359,64893,1517,1024,0,1,51.12,1,1,11,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
35360,25537,11438,882,1,1,54.69,1,1,7,14,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
35361,44318,63056,909,0,1,33.82,0,1,6,2,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
35362,51052,28187,821,1,0,65.03,1,0,5,23,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
35363,30156,11970,1288,0,1,58.85,1,0,5,15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
35364,55008,28738,356,1,0,40.13,0,0,8,10,6,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
35365,43269,13748,305,1,1,3.88,1,1,3,23,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
35366,37471,5493,530,1,0,69.64,0,0,4,23,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
35367,2320,9155,435,0,1,23.23,1,1,3,2,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
35368,4131,45059,591,1,1,82.63,1,1,6,18,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
35369,54176,12395,113,0,0,92.07,1,0,5,18,6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
35370,62020,31924,985,0,1,62.32,1,1,12,4,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
35371,33001,26327,1420,1,1,92.64,0,1,3,16,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
35372,53745,63032,588,0,0,56.82,0,0,10,17,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
35373,4336,9033,598,1,1,14.5,1,1,2,13,6,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
35374,11758,14764,1022,1,0,85.08,0,0,7,19,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
35375,18211,57303,818,1,0,99.72,0,0,8,3,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
35376,59838,18224,661,0,1,4.7,0,0,8,17,6,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
35377,35932,18544,883,1,1,65.08,0,1,9,9,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
35378,31531,51490,699,0,0,46.29,1,1,3,18,6,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
35379,16894,36390,1273,0,0,30.62,1,0,9,5,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
35380,62004,1390,1269,0,1,17.72,0,1,6,18,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
35381,13596,5316,782,0,0,17.67,1,1,6,15,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
35382,59466,28785,123,0,0,73.08,1,0,9,19,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
35383,19553,8276,938,1,0,84.03,0,0,8,6,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
35384,23633,12417,536,1,1,82.14,1,0,3,19,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
35385,13885,14727,1305,1,1,23.19,0,1,5,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
35386,38031,63498,1247,1,0,68.85,1,0,2,21,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
35387,31499,30148,1364,1,1,65.23,0,1,10,10,5,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
35388,39085,34616,398,0,1,12.87,1,0,11,18,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
35389,57222,9418,428,1,1,90.72,0,1,6,12,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
35390,62152,4616,535,1,1,57.6,1,0,1,13,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
35391,8656,10414,973,0,1,66.65,0,1,4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
35392,55432,47201,987,0,1,25.91,0,0,6,12,5,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
35393,44425,5053,877,1,1,45.91,0,1,5,20,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
35394,17624,16438,294,0,0,55.9,0,1,12,20,5,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
35395,55658,25712,1468,0,1,72.96,1,1,4,2,5,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
35396,8630,49723,906,1,0,17.36,0,1,5,13,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
35397,24101,53188,590,0,1,19.76,1,1,1,6,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
35398,6837,62295,1019,0,1,95.81,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
35399,36492,62863,1122,0,0,58.11,1,0,6,23,6,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
35400,52109,49774,525,0,0,52.62,1,1,5,8,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
35401,8304,1974,275,1,0,49.39,0,1,9,23,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
35402,12015,50845,514,1,0,21.12,1,1,11,8,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
35403,52347,57482,377,0,0,47.93,1,0,8,12,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
35404,57920,11856,694,1,0,8.73,0,0,8,15,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
35405,51117,57323,119,0,1,49.12,0,1,2,4,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
35406,29756,14464,851,0,0,22.25,1,0,2,7,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
35407,37927,65367,104,0,1,23.11,1,1,11,7,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
35408,16767,45603,591,1,1,5.27,0,0,5,2,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
35409,24327,43682,1171,0,0,57.02,1,1,3,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
35410,26843,13904,879,1,1,93.14,1,0,8,16,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
35411,17755,55994,689,1,1,32.63,1,0,6,5,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
35412,18045,8307,1160,0,0,90.62,0,0,3,8,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35413,59326,47181,656,0,0,15.39,0,1,6,2,5,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
35414,12834,6734,1268,0,1,99.06,1,1,4,13,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
35415,30205,57503,1343,1,1,93.02,0,0,3,9,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
35416,61999,59863,708,0,1,71.83,1,0,12,13,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
35417,24934,61817,1126,1,1,40.92,1,1,5,15,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
35418,43171,4997,165,1,1,11.25,0,0,5,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
35419,21810,13424,1050,1,0,25.64,0,0,12,18,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
35420,63491,15127,828,0,1,11.64,0,0,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
35421,35572,43040,379,1,0,41.44,1,0,6,17,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
35422,53845,7508,1386,1,1,22.74,1,0,9,21,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
35423,45862,19171,210,0,1,53.88,1,0,8,0,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
35424,55643,11859,1085,0,1,82.19,1,1,10,23,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
35425,4865,1076,254,1,0,44.68,0,0,5,17,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
35426,15545,54882,815,1,0,8.68,1,0,4,9,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
35427,33369,53158,544,1,1,6.38,1,0,7,18,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
35428,48677,35123,749,1,1,94.44,0,0,1,20,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
35429,30881,47687,137,0,1,1.56,1,0,9,16,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35430,26753,7361,968,1,1,90.24,1,0,2,7,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
35431,46857,36880,1222,1,1,5.22,0,0,8,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
35432,1950,31724,804,0,1,91.14,0,0,8,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
35433,36450,38972,237,0,1,89.57,0,1,8,12,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
35434,40718,51081,497,1,1,96.04,1,0,6,17,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
35435,39853,40257,1378,1,1,23.84,0,0,10,9,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
35436,54691,49962,1257,1,1,8.51,1,0,1,22,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
35437,8715,46703,616,1,1,32.2,1,1,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
35438,13508,57984,1076,1,1,20.05,0,0,11,5,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
35439,16177,62972,465,1,1,86.04,0,0,4,6,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
35440,45067,43117,871,0,1,84.21,0,1,4,13,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
